location_name,MOH,smell_category,year,centroid_lat,centroid_lon,no_smells
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",sewer,1856,51.513444,-0.160467,1
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",sewer,1857,51.513444,-0.160467,1
City of Westminster,"St. Margaret & St. John, Westminster (London, England). Parish. Vestry.",sewer,1858,51.513444,-0.160467,51
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",sewer,1859,51.513444,-0.160467,29
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1860,51.513444,-0.160467,21
City of Westminster,"Westminster District (London, England). Board of Works.",sewer,1861,51.513444,-0.160467,12
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1862,51.513444,-0.160467,3
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1863,51.513444,-0.160467,1
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1864,51.513444,-0.160467,11
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",sewer,1865,51.513444,-0.160467,17
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1866,51.513444,-0.160467,17
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1867,51.513444,-0.160467,1
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1868,51.513444,-0.160467,4
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1869,51.513444,-0.160467,5
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1870,51.513444,-0.160467,5
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1871,51.513444,-0.160467,2
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1872,51.513444,-0.160467,8
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",sewer,1873,51.513444,-0.160467,13
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1874,51.513444,-0.160467,3
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",sewer,1875,51.513444,-0.160467,9
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",sewer,1876,51.513444,-0.160467,3
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",sewer,1877,51.513444,-0.160467,3
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",sewer,1878,51.513444,-0.160467,1
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",sewer,1879,51.513444,-0.160467,6
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1880,51.513444,-0.160467,6
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1881,51.513444,-0.160467,3
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",sewer,1882,51.513444,-0.160467,4
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",sewer,1883,51.513444,-0.160467,2
City of Westminster,"St. Martin-in-the-Fields (Westminster, London, England). Parish Council.",sewer,1884,51.513444,-0.160467,3
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",sewer,1885,51.513444,-0.160467,2
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",sewer,1886,51.513444,-0.160467,1
City of Westminster,"St. Margaret & St. John, Westminster (London, England). Parish. Vestry.",sewer,1888,51.513444,-0.160467,7
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1889,51.513444,-0.160467,2
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",sewer,1891,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Parish. Vestry.",sewer,1895,51.513444,-0.160467,2
City of Westminster,"Strand (London, England). Board of Works.",sewer,1896,51.513444,-0.160467,6
City of Westminster,"Strand (London, England). Board of Works.",sewer,1898,51.513444,-0.160467,3
City of Westminster,"St. Margaret & St. John, Westminster (London, England). Parish. Vestry.",sewer,1899,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Metropolitan Borough.",sewer,1900,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",sewer,1902,51.513444,-0.160467,3
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",sewer,1903,51.513444,-0.160467,5
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",sewer,1904,51.513444,-0.160467,4
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",sewer,1905,51.513444,-0.160467,3
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",sewer,1906,51.513444,-0.160467,7
City of Westminster,"Paddington (London, England). Metropolitan Borough.",sewer,1907,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",sewer,1908,51.513444,-0.160467,3
City of Westminster,"Paddington (London, England). Metropolitan Borough.",sewer,1909,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",sewer,1910,51.513444,-0.160467,3
City of Westminster,"Paddington (London, England). Metropolitan Borough.",sewer,1911,51.513444,-0.160467,3
City of Westminster,"Paddington (London, England). Metropolitan Borough.",sewer,1912,51.513444,-0.160467,9
City of Westminster,"Paddington (London, England). Metropolitan Borough.",sewer,1913,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Metropolitan Borough.",sewer,1914,51.513444,-0.160467,2
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1915,51.513444,-0.160467,2
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1921,51.513444,-0.160467,1
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",sewer,1929,51.513444,-0.160467,2
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",sewer,1930,51.513444,-0.160467,3
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",sewer,1931,51.513444,-0.160467,2
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1948,51.513444,-0.160467,3
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",sewer,1949,51.513444,-0.160467,3
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1950,51.513444,-0.160467,2
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1951,51.513444,-0.160467,2
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1952,51.513444,-0.160467,2
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1953,51.513444,-0.160467,2
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1954,51.513444,-0.160467,3
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",sewer,1955,51.513444,-0.160467,4
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1956,51.513444,-0.160467,3
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",sewer,1957,51.513444,-0.160467,3
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1958,51.513444,-0.160467,2
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1959,51.513444,-0.160467,2
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",sewer,1960,51.513444,-0.160467,3
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1961,51.513444,-0.160467,2
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1962,51.513444,-0.160467,2
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",sewer,1963,51.513444,-0.160467,3
City of Westminster,"City of Westminster (London, England). County Council.",sewer,1964,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). London Borough.",sewer,1965,51.513444,-0.160467,3
City of Westminster,"City of Westminster (London, England). London Borough.",sewer,1966,51.513444,-0.160467,3
City of Westminster,"City of Westminster (London, England). London Borough.",sewer,1967,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). London Borough.",sewer,1969,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). London Borough.",sewer,1971,51.513444,-0.160467,1
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",thames_water,1857,51.513444,-0.160467,1
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",thames_water,1858,51.513444,-0.160467,12
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",thames_water,1859,51.513444,-0.160467,7
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",thames_water,1860,51.513444,-0.160467,1
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",thames_water,1861,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Parish. Vestry.",thames_water,1863,51.513444,-0.160467,1
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",thames_water,1865,51.513444,-0.160467,2
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",thames_water,1866,51.513444,-0.160467,3
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",thames_water,1869,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Parish. Vestry.",thames_water,1871,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Parish. Vestry.",thames_water,1873,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Parish. Vestry.",thames_water,1874,51.513444,-0.160467,5
City of Westminster,"Paddington (London, England). Parish. Vestry.",thames_water,1875,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Parish. Vestry.",thames_water,1879,51.513444,-0.160467,2
City of Westminster,"St. Margaret & St. John, Westminster (London, England). Parish. Vestry.",thames_water,1888,51.513444,-0.160467,1
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",thames_water,1898,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",thames_water,1903,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",thames_water,1904,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",thames_water,1910,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",thames_water,1911,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",thames_water,1912,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Metropolitan Borough.",thames_water,1920,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). County Council.",thames_water,1927,51.513444,-0.160467,1
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",thames_water,1952,51.513444,-0.160467,1
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",thames_water,1954,51.513444,-0.160467,1
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",thames_water,1957,51.513444,-0.160467,1
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",thames_water,1960,51.513444,-0.160467,2
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",thames_water,1964,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). London Borough.",thames_water,1968,51.513444,-0.160467,1
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",trade,1856,51.513444,-0.160467,1
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",trade,1858,51.513444,-0.160467,1
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",trade,1859,51.513444,-0.160467,4
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",trade,1860,51.513444,-0.160467,1
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",trade,1861,51.513444,-0.160467,1
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",trade,1862,51.513444,-0.160467,1
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",trade,1864,51.513444,-0.160467,3
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",trade,1866,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Parish. Vestry.",trade,1871,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Parish. Vestry.",trade,1873,51.513444,-0.160467,3
City of Westminster,"Paddington (London, England). Parish. Vestry.",trade,1874,51.513444,-0.160467,1
City of Westminster,"Strand (London, England). Board of Works.",trade,1894,51.513444,-0.160467,1
City of Westminster,"St. Margaret & St. John, Westminster (London, England). Parish. Vestry.",trade,1895,51.513444,-0.160467,1
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",trade,1898,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Parish. Vestry.",trade,1899,51.513444,-0.160467,1
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",trade,1900,51.513444,-0.160467,1
City of Westminster,"St. Marylebone (London, England). Parish.",trade,1902,51.513444,-0.160467,7
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",trade,1903,51.513444,-0.160467,3
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",trade,1904,51.513444,-0.160467,14
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",trade,1905,51.513444,-0.160467,7
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",trade,1906,51.513444,-0.160467,6
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",trade,1907,51.513444,-0.160467,5
City of Westminster,"Paddington (London, England). Metropolitan Borough.",trade,1908,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). County Council.",trade,1909,51.513444,-0.160467,1
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",trade,1910,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",trade,1911,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). County Council.",trade,1913,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",trade,1914,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Metropolitan Borough.",trade,1921,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Metropolitan Borough.",trade,1922,51.513444,-0.160467,1
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",trade,1949,51.513444,-0.160467,1
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",trade,1954,51.513444,-0.160467,1
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",trade,1961,51.513444,-0.160467,2
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",trade,1964,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). London Borough.",trade,1966,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). London Borough.",trade,1967,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). London Borough.",trade,1968,51.513444,-0.160467,2
City of Westminster,"City of Westminster (London, England). London Borough.",trade,1969,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). London Borough.",trade,1970,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). London Borough.",trade,1971,51.513444,-0.160467,2
City of Westminster,"City of Westminster (London, England). City Council.",trade,1972,51.513444,-0.160467,1
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",waste_excrement,1857,51.513444,-0.160467,1
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",waste_excrement,1858,51.513444,-0.160467,6
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",waste_excrement,1859,51.513444,-0.160467,3
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",waste_excrement,1860,51.513444,-0.160467,1
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",waste_excrement,1861,51.513444,-0.160467,2
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",waste_excrement,1864,51.513444,-0.160467,1
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",waste_excrement,1865,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Parish. Vestry.",waste_excrement,1871,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Parish. Vestry.",waste_excrement,1873,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Parish. Vestry.",waste_excrement,1874,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Parish. Vestry.",waste_excrement,1875,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Parish. Vestry.",waste_excrement,1896,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Parish. Vestry.",waste_excrement,1897,51.513444,-0.160467,3
City of Westminster,"Paddington (London, England). Parish. Vestry.",waste_excrement,1899,51.513444,-0.160467,2
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",waste_excrement,1906,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_excrement,1909,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_excrement,1914,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_excrement,1921,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_excrement,1922,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_excrement,1923,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_excrement,1924,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_excrement,1925,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_excrement,1926,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_excrement,1927,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_excrement,1928,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_excrement,1929,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_excrement,1930,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_excrement,1931,51.513444,-0.160467,1
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",waste_rubbish,1858,51.513444,-0.160467,10
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",waste_rubbish,1859,51.513444,-0.160467,2
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",waste_rubbish,1860,51.513444,-0.160467,1
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",waste_rubbish,1863,51.513444,-0.160467,1
City of Westminster,"Hanover Square (London, England). Parish. Vestry.",waste_rubbish,1865,51.513444,-0.160467,1
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",waste_rubbish,1866,51.513444,-0.160467,6
City of Westminster,"Paddington (London, England). Parish. Vestry.",waste_rubbish,1869,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Parish. Vestry.",waste_rubbish,1870,51.513444,-0.160467,3
City of Westminster,"Paddington (London, England). Parish. Vestry.",waste_rubbish,1871,51.513444,-0.160467,4
City of Westminster,"Paddington (London, England). Parish. Vestry.",waste_rubbish,1872,51.513444,-0.160467,2
City of Westminster,"Paddington (London, England). Parish. Vestry.",waste_rubbish,1875,51.513444,-0.160467,2
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",waste_rubbish,1879,51.513444,-0.160467,1
City of Westminster,"St. Martin-in-the-Fields (Church : Westminster, London, England). Vestry.",waste_rubbish,1886,51.513444,-0.160467,1
City of Westminster,"St. Margaret & St. John, Westminster (London, England). Parish. Vestry.",waste_rubbish,1889,51.513444,-0.160467,1
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",waste_rubbish,1891,51.513444,-0.160467,1
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",waste_rubbish,1893,51.513444,-0.160467,1
City of Westminster,"St. James, Westminster (London, England). Parish. Vestry.",waste_rubbish,1898,51.513444,-0.160467,2
City of Westminster,"St. Marylebone (London, England). Parish.",waste_rubbish,1902,51.513444,-0.160467,11
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",waste_rubbish,1903,51.513444,-0.160467,8
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",waste_rubbish,1904,51.513444,-0.160467,6
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",waste_rubbish,1905,51.513444,-0.160467,5
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",waste_rubbish,1906,51.513444,-0.160467,3
City of Westminster,"St. Marylebone (London, England). Metropolitan Borough.",waste_rubbish,1907,51.513444,-0.160467,9
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_rubbish,1908,51.513444,-0.160467,4
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_rubbish,1909,51.513444,-0.160467,2
City of Westminster,"City of Westminster (London, England). County Council.",waste_rubbish,1910,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). County Council.",waste_rubbish,1911,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). County Council.",waste_rubbish,1912,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). County Council.",waste_rubbish,1913,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). County Council.",waste_rubbish,1914,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). County Council.",waste_rubbish,1915,51.513444,-0.160467,1
City of Westminster,"Paddington (London, England). Metropolitan Borough.",waste_rubbish,1920,51.513444,-0.160467,2
City of Westminster,"City of Westminster (London, England). County Council.",waste_rubbish,1931,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). London Borough.",waste_rubbish,1968,51.513444,-0.160467,1
City of Westminster,"City of Westminster (London, England). London Borough.",waste_rubbish,1969,51.513444,-0.160467,1
Croydon,"Croydon (London, England). County Borough.",Uncategorised,1895,51.355335,-0.087157,3
Croydon,"Croydon (London, England). Rural District Council.",Uncategorised,1905,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",Uncategorised,1909,51.355335,-0.087157,2
Croydon,"Croydon (London, England). County Borough.",Uncategorised,1910,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",Uncategorised,1914,51.355335,-0.087157,2
Croydon,"Croydon (London, England). County Borough.",Uncategorised,1934,51.355335,-0.087157,2
Croydon,"Croydon (London, England). County Borough.",Uncategorised,1936,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",Uncategorised,1937,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",Uncategorised,1950,51.355335,-0.087157,1
Croydon,"Croydon (London, England). London Borough.",Uncategorised,1973,51.355335,-0.087157,1
Croydon,"Croydon (London, England). London Borough.",air_gas,1973,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",decomposition,1924,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",decomposition,1925,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",decomposition,1926,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",decomposition,1951,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",factory_fuel,1938,51.355335,-0.087157,1
Croydon,"Croydon (London, England). Rural District Council.",food,1910,51.355335,-0.087157,1
Croydon,"Coulsdon and Purley (London, England). Urban District Council.",food,1953,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",food,1957,51.355335,-0.087157,1
Croydon,"Croydon (London, England). Rural District Council.",no_smell,1905,51.355335,-0.087157,1
Croydon,"Coulsdon and Purley (London, England). Urban District Council.",no_smell,1938,51.355335,-0.087157,3
Croydon,"Croydon (London, England). County Borough.",sewer,1894,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",sewer,1895,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",sewer,1909,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",sewer,1931,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",sewer,1932,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",sewer,1933,51.355335,-0.087157,2
Croydon,"Croydon (London, England). County Borough.",sewer,1934,51.355335,-0.087157,2
Croydon,"Croydon (London, England). County Borough.",sewer,1935,51.355335,-0.087157,3
Croydon,"Croydon (London, England). County Borough.",sewer,1936,51.355335,-0.087157,3
Croydon,"Croydon (London, England). County Borough.",sewer,1937,51.355335,-0.087157,4
Croydon,"Croydon (London, England). County Borough.",sewer,1938,51.355335,-0.087157,2
Croydon,"Coulsdon and Purley (London, England). Urban District Council.",sewer,1946,51.355335,-0.087157,1
Croydon,"Coulsdon and Purley (London, England). Urban District Council.",sewer,1947,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",thames_water,1894,51.355335,-0.087157,1
Croydon,"Coulsdon and Purley (London, England). Urban District Council.",thames_water,1959,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",thames_water,1968,51.355335,-0.087157,1
Croydon,"Croydon (London, England). County Borough.",trade,1964,51.355335,-0.087157,1
Ealing,"Southall-Norwood (London, England). Urban District Council.",Uncategorised,1897,51.522475,-0.331026,2
Ealing,"Acton (London, England). Urban District Council.",Uncategorised,1900,51.522475,-0.331026,1
Ealing,"Southall-Norwood (London, England). Urban District Council.",Uncategorised,1903,51.522475,-0.331026,1
Ealing,"Acton (London, England). Urban District Council.",Uncategorised,1905,51.522475,-0.331026,1
Ealing,Southall-Norwood (England). Urban District Council.,Uncategorised,1906,51.522475,-0.331026,4
Ealing,"Ealing (London, England). Council.",Uncategorised,1926,51.522475,-0.331026,1
Ealing,"Ealing (London, England). Council.",Uncategorised,1927,51.522475,-0.331026,4
Ealing,"Ealing (London, England). Council.",Uncategorised,1928,51.522475,-0.331026,1
Ealing,"Southall (London, England). Borough Council.",Uncategorised,1949,51.522475,-0.331026,1
Ealing,"Ealing (London, England). Council.",Uncategorised,1967,51.522475,-0.331026,1
Ealing,"Ealing (London, England). Council.",air_gas,1907,51.522475,-0.331026,2
Ealing,"Acton (London, England). Urban District Council.",air_gas,1919,51.522475,-0.331026,1
Ealing,"Ealing (London, England). Council.",air_gas,1927,51.522475,-0.331026,2
Ealing,"Ealing (London, England). Council.",air_gas,1928,51.522475,-0.331026,1
Ealing,"Ealing (London, England). Council.",air_gas,1929,51.522475,-0.331026,1
Ealing,"Southall-Norwood (London, England). Urban District Council.",air_gas,1934,51.522475,-0.331026,1
Ealing,"Southall-Norwood (London, England). Urban District Council.",air_gas,1935,51.522475,-0.331026,1
Ealing,"Southall (London, England). Borough Council.",air_gas,1955,51.522475,-0.331026,1
Ealing,"Southall (London, England). Borough Council.",air_gas,1956,51.522475,-0.331026,1
Ealing,"Southall (London, England). Borough Council.",air_gas,1957,51.522475,-0.331026,1
Ealing,"Southall (London, England). Borough Council.",air_gas,1958,51.522475,-0.331026,1
Ealing,"Acton (London, England). Urban District Council.",animal,1901,51.522475,-0.331026,1
Ealing,"Acton (London, England). Urban District Council.",animal,1902,51.522475,-0.331026,1
Ealing,"Acton (London, England). Urban District Council.",animal,1903,51.522475,-0.331026,1
Ealing,"Acton (London, England). Urban District Council.",animal,1904,51.522475,-0.331026,1
Ealing,"Acton (London, England). Urban District Council.",decomposition,1906,51.522475,-0.331026,1
Ealing,"Acton (London, England). Borough Council.",disinfectant,1926,51.522475,-0.331026,1
Ealing,"Greenford (London, England). Urban District Council.",factory_fuel,1911,51.522475,-0.331026,1
Ealing,"Acton (London, England). Urban District Council.",factory_fuel,1919,51.522475,-0.331026,3
Ealing,"Ealing (London, England). Council.",factory_fuel,1927,51.522475,-0.331026,2
Ealing,"Ealing (London, England). Council.",factory_fuel,1928,51.522475,-0.331026,2
Ealing,"Ealing (London, England). Council.",factory_fuel,1929,51.522475,-0.331026,1
Ealing,Southall-Norwood (England). Urban District Council.,food,1906,51.522475,-0.331026,1
Ealing,"Acton (London, England). Urban District Council.",food,1911,51.522475,-0.331026,1
Ealing,"Acton (London, England). Borough Council.",habitation,1939,51.522475,-0.331026,1
Ealing,"Acton (London, England). Borough Council.",habitation,1953,51.522475,-0.331026,1
Ealing,"Acton (London, England). Municipal Borough.",habitation,1954,51.522475,-0.331026,1
Ealing,"Ealing (London, England). Council.",habitation,1967,51.522475,-0.331026,1
