location_name,smell_category,year,centroid_lat,centroid_lon,no_smells
Havering,Uncategorised,1961,51.563121,0.22042,2
Havering,Uncategorised,1964,51.563121,0.22042,1
Havering,Uncategorised,1968,51.563121,0.22042,1
Havering,air_gas,1913,51.563121,0.22042,2
Havering,decomposition,1959,51.563121,0.22042,1
Havering,decomposition,1960,51.563121,0.22042,1
Havering,factory_fuel,1961,51.563121,0.22042,1
Havering,factory_fuel,1966,51.563121,0.22042,1
Havering,factory_fuel,1970,51.563121,0.22042,1
Havering,food,1948,51.563121,0.22042,1
Havering,food,1955,51.563121,0.22042,1
Havering,food,1957,51.563121,0.22042,1
Havering,food,1959,51.563121,0.22042,1
Havering,food,1961,51.563121,0.22042,1
Havering,food,1968,51.563121,0.22042,1
Havering,food,1973,51.563121,0.22042,1
Havering,habitation,1900,51.563121,0.22042,1
Havering,habitation,1913,51.563121,0.22042,2
Havering,habitation,1938,51.563121,0.22042,1
Havering,habitation,1962,51.563121,0.22042,1
Havering,habitation,1963,51.563121,0.22042,1
Havering,sewer,1904,51.563121,0.22042,1
Havering,sewer,1956,51.563121,0.22042,1
Havering,sewer,1966,51.563121,0.22042,1
Havering,sewer,1970,51.563121,0.22042,1
Havering,sewer,1971,51.563121,0.22042,1
Havering,thames_water,1909,51.563121,0.22042,1
Havering,thames_water,1968,51.563121,0.22042,1
Havering,trade,1958,51.563121,0.22042,1
Havering,trade,1968,51.563121,0.22042,1
Havering,waste_excrement,1909,51.563121,0.22042,1
Havering,waste_rubbish,1913,51.563121,0.22042,1
Havering,waste_rubbish,1964,51.563121,0.22042,1
Havering,waste_rubbish,1967,51.563121,0.22042,1
Havering,waste_rubbish,1968,51.563121,0.22042,2
Hillingdon,Uncategorised,1920,51.541513,-0.445658,1
Hillingdon,Uncategorised,1953,51.541513,-0.445658,1
Hillingdon,Uncategorised,1961,51.541513,-0.445658,1
Hillingdon,Uncategorised,1962,51.541513,-0.445658,1
Hillingdon,Uncategorised,1963,51.541513,-0.445658,1
Hillingdon,Uncategorised,1964,51.541513,-0.445658,1
Hillingdon,Uncategorised,1970,51.541513,-0.445658,2
Hillingdon,Uncategorised,1971,51.541513,-0.445658,2
Hillingdon,air_gas,1963,51.541513,-0.445658,1
Hillingdon,air_gas,1970,51.541513,-0.445658,1
Hillingdon,air_gas,1971,51.541513,-0.445658,1
Hillingdon,air_gas,1972,51.541513,-0.445658,3
Hillingdon,factory_fuel,1970,51.541513,-0.445658,2
Hillingdon,food,1913,51.541513,-0.445658,1
Hillingdon,food,1919,51.541513,-0.445658,1
Hillingdon,food,1921,51.541513,-0.445658,1
Hillingdon,food,1951,51.541513,-0.445658,1
Hillingdon,food,1953,51.541513,-0.445658,1
Hillingdon,food,1954,51.541513,-0.445658,1
Hillingdon,food,1955,51.541513,-0.445658,1
Hillingdon,food,1956,51.541513,-0.445658,1
Hillingdon,food,1965,51.541513,-0.445658,1
Hillingdon,food,1970,51.541513,-0.445658,1
Hillingdon,food,1971,51.541513,-0.445658,4
Hillingdon,food,1972,51.541513,-0.445658,1
Hillingdon,habitation,1896,51.541513,-0.445658,1
Hillingdon,school,1969,51.541513,-0.445658,1
Hillingdon,sewer,1921,51.541513,-0.445658,1
Hillingdon,sewer,1935,51.541513,-0.445658,1
Hillingdon,thames_water,1967,51.541513,-0.445658,1
Hillingdon,thames_water,1970,51.541513,-0.445658,1
Hillingdon,trade,1913,51.541513,-0.445658,1
Hillingdon,trade,1968,51.541513,-0.445658,1
Hillingdon,trade,1970,51.541513,-0.445658,1
Hillingdon,waste_rubbish,1908,51.541513,-0.445658,1
Hillingdon,waste_rubbish,1925,51.541513,-0.445658,1
Hillingdon,waste_rubbish,1949,51.541513,-0.445658,1
Hillingdon,waste_rubbish,1950,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1951,51.541513,-0.445658,1
Hillingdon,waste_rubbish,1952,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1953,51.541513,-0.445658,1
Hillingdon,waste_rubbish,1954,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1955,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1956,51.541513,-0.445658,1
Hillingdon,waste_rubbish,1957,51.541513,-0.445658,1
Hillingdon,waste_rubbish,1958,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1959,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1960,51.541513,-0.445658,1
Hillingdon,waste_rubbish,1961,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1962,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1963,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1964,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1965,51.541513,-0.445658,1
Hillingdon,waste_rubbish,1966,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1967,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1968,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1969,51.541513,-0.445658,3
Hillingdon,waste_rubbish,1970,51.541513,-0.445658,1
Hillingdon,waste_rubbish,1971,51.541513,-0.445658,4
Hillingdon,waste_rubbish,1972,51.541513,-0.445658,2
Hillingdon,waste_rubbish,1973,51.541513,-0.445658,3
Hounslow,Uncategorised,1910,51.468495,-0.366134,3
Hounslow,Uncategorised,1911,51.468495,-0.366134,1
Hounslow,Uncategorised,1926,51.468495,-0.366134,1
Hounslow,Uncategorised,1927,51.468495,-0.366134,1
Hounslow,Uncategorised,1932,51.468495,-0.366134,4
Hounslow,Uncategorised,1933,51.468495,-0.366134,1
Hounslow,Uncategorised,1934,51.468495,-0.366134,1
Hounslow,Uncategorised,1947,51.468495,-0.366134,1
Hounslow,Uncategorised,1948,51.468495,-0.366134,1
Hounslow,Uncategorised,1949,51.468495,-0.366134,1
Hounslow,Uncategorised,1950,51.468495,-0.366134,1
Hounslow,Uncategorised,1955,51.468495,-0.366134,1
Hounslow,Uncategorised,1956,51.468495,-0.366134,1
Hounslow,Uncategorised,1957,51.468495,-0.366134,1
Hounslow,Uncategorised,1958,51.468495,-0.366134,1
Hounslow,Uncategorised,1959,51.468495,-0.366134,1
Hounslow,Uncategorised,1963,51.468495,-0.366134,1
Hounslow,air_gas,1932,51.468495,-0.366134,1
Hounslow,air_gas,1933,51.468495,-0.366134,1
Hounslow,air_gas,1935,51.468495,-0.366134,1
Hounslow,air_gas,1949,51.468495,-0.366134,1
Hounslow,air_gas,1962,51.468495,-0.366134,1
Hounslow,air_gas,1963,51.468495,-0.366134,1
Hounslow,factory_fuel,1935,51.468495,-0.366134,1
Hounslow,factory_fuel,1964,51.468495,-0.366134,1
Hounslow,factory_fuel,1965,51.468495,-0.366134,1
Hounslow,factory_fuel,1966,51.468495,-0.366134,1
Hounslow,food,1897,51.468495,-0.366134,1
Hounslow,food,1910,51.468495,-0.366134,1
Hounslow,food,1931,51.468495,-0.366134,1
Hounslow,food,1932,51.468495,-0.366134,1
Hounslow,food,1933,51.468495,-0.366134,2
Hounslow,food,1934,51.468495,-0.366134,1
Hounslow,food,1950,51.468495,-0.366134,1
Hounslow,food,1951,51.468495,-0.366134,1
Hounslow,food,1952,51.468495,-0.366134,2
Hounslow,food,1956,51.468495,-0.366134,1
Hounslow,food,1957,51.468495,-0.366134,1
Hounslow,food,1960,51.468495,-0.366134,1
Hounslow,food,1961,51.468495,-0.366134,1
Hounslow,food,1962,51.468495,-0.366134,3
Hounslow,food,1963,51.468495,-0.366134,3
Hounslow,food,1964,51.468495,-0.366134,2
Hounslow,habitation,1921,51.468495,-0.366134,1
Hounslow,habitation,1925,51.468495,-0.366134,1
Hounslow,habitation,1931,51.468495,-0.366134,2
Hounslow,habitation,1932,51.468495,-0.366134,2
Hounslow,no_smell,1932,51.468495,-0.366134,1
Hounslow,school,1911,51.468495,-0.366134,1
Hounslow,sewer,1894,51.468495,-0.366134,1
Hounslow,sewer,1920,51.468495,-0.366134,1
Hounslow,sewer,1933,51.468495,-0.366134,1
Hounslow,sewer,1935,51.468495,-0.366134,1
Hounslow,sewer,1964,51.468495,-0.366134,1
Hounslow,thames_water,1928,51.468495,-0.366134,1
Hounslow,thames_water,1930,51.468495,-0.366134,1
Hounslow,thames_water,1933,51.468495,-0.366134,2
Hounslow,thames_water,1960,51.468495,-0.366134,1
Hounslow,thames_water,1961,51.468495,-0.366134,1
Hounslow,thames_water,1966,51.468495,-0.366134,1
Hounslow,trade,1962,51.468495,-0.366134,1
Hounslow,trade,1963,51.468495,-0.366134,1
Hounslow,waste_rubbish,1915,51.468495,-0.366134,1
Hounslow,waste_rubbish,1934,51.468495,-0.366134,1
Hounslow,waste_rubbish,1958,51.468495,-0.366134,2
Hounslow,waste_rubbish,1959,51.468495,-0.366134,1
Hounslow,waste_rubbish,1960,51.468495,-0.366134,1
Hounslow,waste_rubbish,1961,51.468495,-0.366134,1
Hounslow,waste_rubbish,1962,51.468495,-0.366134,1
Hounslow,waste_rubbish,1963,51.468495,-0.366134,1
Hounslow,waste_rubbish,1964,51.468495,-0.366134,2
Islington,Uncategorised,1856,51.548487,-0.110251,3
Islington,Uncategorised,1857,51.548487,-0.110251,7
Islington,Uncategorised,1860,51.548487,-0.110251,1
Islington,Uncategorised,1863,51.548487,-0.110251,2
Islington,Uncategorised,1864,51.548487,-0.110251,1
Islington,Uncategorised,1874,51.548487,-0.110251,6
Islington,Uncategorised,1885,51.548487,-0.110251,2
Islington,Uncategorised,1893,51.548487,-0.110251,1
Islington,Uncategorised,1899,51.548487,-0.110251,1
Islington,Uncategorised,1903,51.548487,-0.110251,12
Islington,Uncategorised,1904,51.548487,-0.110251,2
Islington,Uncategorised,1905,51.548487,-0.110251,3
Islington,Uncategorised,1906,51.548487,-0.110251,2
Islington,Uncategorised,1907,51.548487,-0.110251,1
Islington,Uncategorised,1908,51.548487,-0.110251,2
Islington,Uncategorised,1909,51.548487,-0.110251,1
Islington,Uncategorised,1910,51.548487,-0.110251,1
Islington,Uncategorised,1911,51.548487,-0.110251,1
Islington,Uncategorised,1912,51.548487,-0.110251,1
Islington,Uncategorised,1913,51.548487,-0.110251,2
Islington,Uncategorised,1914,51.548487,-0.110251,2
Islington,Uncategorised,1915,51.548487,-0.110251,1
Islington,Uncategorised,1925,51.548487,-0.110251,1
Islington,Uncategorised,1926,51.548487,-0.110251,2
Islington,Uncategorised,1929,51.548487,-0.110251,3
Islington,Uncategorised,1937,51.548487,-0.110251,1
Islington,Uncategorised,1938,51.548487,-0.110251,1
Islington,Uncategorised,1949,51.548487,-0.110251,2
Islington,Uncategorised,1952,51.548487,-0.110251,1
Islington,Uncategorised,1953,51.548487,-0.110251,2
Islington,Uncategorised,1954,51.548487,-0.110251,1
Islington,Uncategorised,1955,51.548487,-0.110251,3
Islington,Uncategorised,1961,51.548487,-0.110251,3
Islington,Uncategorised,1971,51.548487,-0.110251,1
Islington,Uncategorised,1972,51.548487,-0.110251,1
Islington,air_gas,1856,51.548487,-0.110251,9
Islington,air_gas,1860,51.548487,-0.110251,1
Islington,air_gas,1870,51.548487,-0.110251,1
Islington,air_gas,1897,51.548487,-0.110251,1
Islington,air_gas,1904,51.548487,-0.110251,1
Islington,air_gas,1913,51.548487,-0.110251,2
Islington,air_gas,1936,51.548487,-0.110251,1
Islington,air_gas,1964,51.548487,-0.110251,1
Islington,air_gas,1972,51.548487,-0.110251,1
Islington,animal,1856,51.548487,-0.110251,1
Islington,animal,1860,51.548487,-0.110251,1
Islington,animal,1861,51.548487,-0.110251,1
Islington,animal,1863,51.548487,-0.110251,1
Islington,animal,1864,51.548487,-0.110251,1
Islington,animal,1903,51.548487,-0.110251,3
Islington,animal,1904,51.548487,-0.110251,1
Islington,animal,1955,51.548487,-0.110251,2
Islington,animal,1956,51.548487,-0.110251,1
Islington,animal,1959,51.548487,-0.110251,1
Islington,decomposition,1856,51.548487,-0.110251,2
Islington,decomposition,1893,51.548487,-0.110251,3
Islington,decomposition,1903,51.548487,-0.110251,1
Islington,decomposition,1910,51.548487,-0.110251,1
Islington,disinfectant,1903,51.548487,-0.110251,1
Islington,disinfectant,1906,51.548487,-0.110251,1
Islington,disinfectant,1909,51.548487,-0.110251,1
Islington,disinfectant,1911,51.548487,-0.110251,1
Islington,disinfectant,1964,51.548487,-0.110251,1
Islington,factory_fuel,1857,51.548487,-0.110251,1
Islington,food,1856,51.548487,-0.110251,2
Islington,food,1858,51.548487,-0.110251,1
Islington,food,1860,51.548487,-0.110251,2
Islington,food,1868,51.548487,-0.110251,1
Islington,food,1869,51.548487,-0.110251,1
Islington,food,1870,51.548487,-0.110251,1
Islington,food,1871,51.548487,-0.110251,1
Islington,food,1874,51.548487,-0.110251,2
Islington,food,1883,51.548487,-0.110251,1
Islington,food,1903,51.548487,-0.110251,12
Islington,food,1904,51.548487,-0.110251,4
Islington,food,1905,51.548487,-0.110251,5
Islington,food,1906,51.548487,-0.110251,1
Islington,food,1907,51.548487,-0.110251,3
Islington,food,1909,51.548487,-0.110251,1
Islington,food,1910,51.548487,-0.110251,6
Islington,food,1911,51.548487,-0.110251,1
Islington,food,1912,51.548487,-0.110251,1
Islington,food,1913,51.548487,-0.110251,3
Islington,food,1915,51.548487,-0.110251,1
Islington,food,1925,51.548487,-0.110251,1
Islington,food,1936,51.548487,-0.110251,2
Islington,food,1952,51.548487,-0.110251,1
Islington,food,1953,51.548487,-0.110251,2
Islington,food,1957,51.548487,-0.110251,2
Islington,food,1959,51.548487,-0.110251,4
Islington,food,1965,51.548487,-0.110251,1
Islington,food,1968,51.548487,-0.110251,1
Islington,food,1969,51.548487,-0.110251,1
Islington,food,1971,51.548487,-0.110251,1
Islington,habitation,1856,51.548487,-0.110251,2
Islington,habitation,1857,51.548487,-0.110251,5
Islington,habitation,1858,51.548487,-0.110251,3
Islington,habitation,1859,51.548487,-0.110251,1
Islington,habitation,1860,51.548487,-0.110251,4
Islington,habitation,1863,51.548487,-0.110251,4
Islington,habitation,1864,51.548487,-0.110251,4
Islington,habitation,1865,51.548487,-0.110251,1
Islington,habitation,1874,51.548487,-0.110251,1
Islington,habitation,1893,51.548487,-0.110251,2
Islington,habitation,1896,51.548487,-0.110251,1
Islington,habitation,1900,51.548487,-0.110251,1
Islington,habitation,1902,51.548487,-0.110251,1
Islington,habitation,1906,51.548487,-0.110251,1
Islington,habitation,1910,51.548487,-0.110251,1
Islington,habitation,1950,51.548487,-0.110251,1
Islington,habitation,1952,51.548487,-0.110251,4
Islington,habitation,1953,51.548487,-0.110251,2
Islington,habitation,1957,51.548487,-0.110251,1
Islington,habitation,1962,51.548487,-0.110251,1
Islington,no_smell,1856,51.548487,-0.110251,4
Islington,sewer,1856,51.548487,-0.110251,3
Islington,sewer,1875,51.548487,-0.110251,1
Islington,sewer,1885,51.548487,-0.110251,1
Islington,sewer,1893,51.548487,-0.110251,1
Islington,sewer,1900,51.548487,-0.110251,2
Islington,sewer,1929,51.548487,-0.110251,1
Islington,sewer,1935,51.548487,-0.110251,1
Islington,trade,1857,51.548487,-0.110251,3
Islington,trade,1903,51.548487,-0.110251,2
Islington,trade,1907,51.548487,-0.110251,1
Islington,trade,1912,51.548487,-0.110251,1
Islington,trade,1914,51.548487,-0.110251,2
Islington,trade,1963,51.548487,-0.110251,3
Islington,waste_excrement,1856,51.548487,-0.110251,2
Islington,waste_excrement,1903,51.548487,-0.110251,2
Islington,waste_excrement,1906,51.548487,-0.110251,1
Islington,waste_excrement,1952,51.548487,-0.110251,1
Islington,waste_rubbish,1870,51.548487,-0.110251,1
Islington,waste_rubbish,1874,51.548487,-0.110251,1
Islington,waste_rubbish,1877,51.548487,-0.110251,1
Islington,waste_rubbish,1886,51.548487,-0.110251,1
Islington,waste_rubbish,1904,51.548487,-0.110251,2
Islington,waste_rubbish,1909,51.548487,-0.110251,1
Islington,waste_rubbish,1926,51.548487,-0.110251,2
Islington,waste_rubbish,1949,51.548487,-0.110251,1
Islington,waste_rubbish,1953,51.548487,-0.110251,1
Islington,waste_rubbish,1954,51.548487,-0.110251,1
Islington,waste_rubbish,1959,51.548487,-0.110251,3
Islington,waste_rubbish,1965,51.548487,-0.110251,1
Islington,waste_rubbish,1970,51.548487,-0.110251,1
Islington,waste_rubbish,1971,51.548487,-0.110251,1
Kensington and Chelsea,Uncategorised,1856,51.501207,-0.192219,2
Kensington and Chelsea,Uncategorised,1868,51.501207,-0.192219,1
Kensington and Chelsea,Uncategorised,1872,51.501207,-0.192219,1
Kensington and Chelsea,Uncategorised,1875,51.501207,-0.192219,2
Kensington and Chelsea,Uncategorised,1882,51.501207,-0.192219,1
Kensington and Chelsea,Uncategorised,1884,51.501207,-0.192219,3
Kensington and Chelsea,Uncategorised,1886,51.501207,-0.192219,1
Kensington and Chelsea,Uncategorised,1887,51.501207,-0.192219,3
Kensington and Chelsea,Uncategorised,1889,51.501207,-0.192219,2
Kensington and Chelsea,Uncategorised,1890,51.501207,-0.192219,2
Kensington and Chelsea,Uncategorised,1892,51.501207,-0.192219,1
Kensington and Chelsea,Uncategorised,1893,51.501207,-0.192219,3
Kensington and Chelsea,Uncategorised,1895,51.501207,-0.192219,3
Kensington and Chelsea,Uncategorised,1896,51.501207,-0.192219,6
Kensington and Chelsea,Uncategorised,1897,51.501207,-0.192219,3
Kensington and Chelsea,Uncategorised,1898,51.501207,-0.192219,4
Kensington and Chelsea,Uncategorised,1899,51.501207,-0.192219,2
Kensington and Chelsea,Uncategorised,1900,51.501207,-0.192219,5
Kensington and Chelsea,Uncategorised,1901,51.501207,-0.192219,2
Kensington and Chelsea,Uncategorised,1902,51.501207,-0.192219,1
Kensington and Chelsea,Uncategorised,1903,51.501207,-0.192219,2
Kensington and Chelsea,Uncategorised,1904,51.501207,-0.192219,1
Kensington and Chelsea,Uncategorised,1905,51.501207,-0.192219,1
Kensington and Chelsea,Uncategorised,1906,51.501207,-0.192219,5
Kensington and Chelsea,Uncategorised,1951,51.501207,-0.192219,1
Kensington and Chelsea,Uncategorised,1956,51.501207,-0.192219,1
Kensington and Chelsea,Uncategorised,1960,51.501207,-0.192219,1
Kensington and Chelsea,Uncategorised,1964,51.501207,-0.192219,1
Kensington and Chelsea,air_gas,1856,51.501207,-0.192219,1
Kensington and Chelsea,air_gas,1872,51.501207,-0.192219,1
Kensington and Chelsea,air_gas,1873,51.501207,-0.192219,1
Kensington and Chelsea,air_gas,1876,51.501207,-0.192219,1
Kensington and Chelsea,air_gas,1884,51.501207,-0.192219,1
Kensington and Chelsea,air_gas,1886,51.501207,-0.192219,1
Kensington and Chelsea,air_gas,1887,51.501207,-0.192219,1
Kensington and Chelsea,air_gas,1888,51.501207,-0.192219,1
Kensington and Chelsea,air_gas,1889,51.501207,-0.192219,2
Kensington and Chelsea,air_gas,1890,51.501207,-0.192219,4
Kensington and Chelsea,air_gas,1896,51.501207,-0.192219,2
Kensington and Chelsea,air_gas,1897,51.501207,-0.192219,1
Kensington and Chelsea,air_gas,1898,51.501207,-0.192219,4
Kensington and Chelsea,air_gas,1899,51.501207,-0.192219,3
Kensington and Chelsea,air_gas,1900,51.501207,-0.192219,5
Kensington and Chelsea,air_gas,1901,51.501207,-0.192219,4
Kensington and Chelsea,air_gas,1902,51.501207,-0.192219,3
Kensington and Chelsea,air_gas,1905,51.501207,-0.192219,3
Kensington and Chelsea,air_gas,1906,51.501207,-0.192219,3
Kensington and Chelsea,air_gas,1911,51.501207,-0.192219,1
Kensington and Chelsea,air_gas,1912,51.501207,-0.192219,1
Kensington and Chelsea,air_gas,1957,51.501207,-0.192219,1
Kensington and Chelsea,air_gas,1964,51.501207,-0.192219,1
Kensington and Chelsea,animal,1866,51.501207,-0.192219,1
Kensington and Chelsea,animal,1871,51.501207,-0.192219,1
Kensington and Chelsea,animal,1874,51.501207,-0.192219,2
Kensington and Chelsea,animal,1875,51.501207,-0.192219,1
Kensington and Chelsea,animal,1880,51.501207,-0.192219,1
Kensington and Chelsea,animal,1883,51.501207,-0.192219,1
Kensington and Chelsea,animal,1884,51.501207,-0.192219,1
Kensington and Chelsea,animal,1886,51.501207,-0.192219,1
Kensington and Chelsea,animal,1887,51.501207,-0.192219,2
Kensington and Chelsea,animal,1888,51.501207,-0.192219,1
Kensington and Chelsea,animal,1889,51.501207,-0.192219,3
Kensington and Chelsea,animal,1890,51.501207,-0.192219,1
Kensington and Chelsea,animal,1896,51.501207,-0.192219,1
Kensington and Chelsea,animal,1900,51.501207,-0.192219,1
Kensington and Chelsea,animal,1903,51.501207,-0.192219,2
Kensington and Chelsea,decomposition,1875,51.501207,-0.192219,1
Kensington and Chelsea,decomposition,1960,51.501207,-0.192219,1
Kensington and Chelsea,disinfectant,1963,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1876,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1881,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1884,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1886,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1887,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1892,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1896,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1898,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1899,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1900,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1901,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1902,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1903,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1904,51.501207,-0.192219,1
Kensington and Chelsea,factory_fuel,1906,51.501207,-0.192219,1
Kensington and Chelsea,food,1857,51.501207,-0.192219,1
Kensington and Chelsea,food,1863,51.501207,-0.192219,1
Kensington and Chelsea,food,1864,51.501207,-0.192219,1
Kensington and Chelsea,food,1873,51.501207,-0.192219,2
Kensington and Chelsea,food,1874,51.501207,-0.192219,3
Kensington and Chelsea,food,1875,51.501207,-0.192219,1
Kensington and Chelsea,food,1880,51.501207,-0.192219,2
Kensington and Chelsea,food,1881,51.501207,-0.192219,2
Kensington and Chelsea,food,1882,51.501207,-0.192219,2
Kensington and Chelsea,food,1883,51.501207,-0.192219,1
Kensington and Chelsea,food,1884,51.501207,-0.192219,2
Kensington and Chelsea,food,1886,51.501207,-0.192219,2
Kensington and Chelsea,food,1887,51.501207,-0.192219,4
Kensington and Chelsea,food,1890,51.501207,-0.192219,3
Kensington and Chelsea,food,1893,51.501207,-0.192219,1
Kensington and Chelsea,food,1895,51.501207,-0.192219,1
Kensington and Chelsea,food,1896,51.501207,-0.192219,2
Kensington and Chelsea,food,1898,51.501207,-0.192219,1
Kensington and Chelsea,food,1899,51.501207,-0.192219,2
Kensington and Chelsea,food,1900,51.501207,-0.192219,1
Kensington and Chelsea,food,1901,51.501207,-0.192219,4
Kensington and Chelsea,food,1902,51.501207,-0.192219,2
Kensington and Chelsea,food,1903,51.501207,-0.192219,1
Kensington and Chelsea,food,1904,51.501207,-0.192219,2
Kensington and Chelsea,food,1905,51.501207,-0.192219,2
Kensington and Chelsea,food,1906,51.501207,-0.192219,4
Kensington and Chelsea,food,1907,51.501207,-0.192219,1
Kensington and Chelsea,food,1928,51.501207,-0.192219,1
Kensington and Chelsea,food,1951,51.501207,-0.192219,1
Kensington and Chelsea,food,1952,51.501207,-0.192219,1
Kensington and Chelsea,food,1956,51.501207,-0.192219,1
Kensington and Chelsea,food,1957,51.501207,-0.192219,1
Kensington and Chelsea,food,1960,51.501207,-0.192219,1
Kensington and Chelsea,food,1962,51.501207,-0.192219,3
Kensington and Chelsea,food,1963,51.501207,-0.192219,3
Kensington and Chelsea,food,1964,51.501207,-0.192219,3
Kensington and Chelsea,food,1965,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1864,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1871,51.501207,-0.192219,2
Kensington and Chelsea,habitation,1872,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1873,51.501207,-0.192219,2
Kensington and Chelsea,habitation,1874,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1876,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1880,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1882,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1883,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1884,51.501207,-0.192219,2
Kensington and Chelsea,habitation,1886,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1889,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1890,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1893,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1895,51.501207,-0.192219,2
Kensington and Chelsea,habitation,1896,51.501207,-0.192219,2
Kensington and Chelsea,habitation,1897,51.501207,-0.192219,4
Kensington and Chelsea,habitation,1898,51.501207,-0.192219,9
Kensington and Chelsea,habitation,1899,51.501207,-0.192219,7
Kensington and Chelsea,habitation,1900,51.501207,-0.192219,2
Kensington and Chelsea,habitation,1901,51.501207,-0.192219,4
Kensington and Chelsea,habitation,1902,51.501207,-0.192219,3
Kensington and Chelsea,habitation,1903,51.501207,-0.192219,4
Kensington and Chelsea,habitation,1904,51.501207,-0.192219,3
Kensington and Chelsea,habitation,1905,51.501207,-0.192219,3
Kensington and Chelsea,habitation,1906,51.501207,-0.192219,8
Kensington and Chelsea,habitation,1907,51.501207,-0.192219,4
Kensington and Chelsea,habitation,1911,51.501207,-0.192219,2
Kensington and Chelsea,habitation,1912,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1913,51.501207,-0.192219,2
Kensington and Chelsea,habitation,1914,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1936,51.501207,-0.192219,1
Kensington and Chelsea,habitation,1960,51.501207,-0.192219,1
Kensington and Chelsea,no_smell,1892,51.501207,-0.192219,1
Kensington and Chelsea,no_smell,1964,51.501207,-0.192219,1
Kensington and Chelsea,sewer,1856,51.501207,-0.192219,1
Kensington and Chelsea,sewer,1871,51.501207,-0.192219,1
Kensington and Chelsea,sewer,1873,51.501207,-0.192219,1
Kensington and Chelsea,sewer,1874,51.501207,-0.192219,1
Kensington and Chelsea,sewer,1886,51.501207,-0.192219,3
Kensington and Chelsea,sewer,1887,51.501207,-0.192219,3
Kensington and Chelsea,sewer,1888,51.501207,-0.192219,2
Kensington and Chelsea,sewer,1889,51.501207,-0.192219,2
Kensington and Chelsea,sewer,1890,51.501207,-0.192219,2
Kensington and Chelsea,sewer,1892,51.501207,-0.192219,2
Kensington and Chelsea,sewer,1895,51.501207,-0.192219,1
Kensington and Chelsea,sewer,1896,51.501207,-0.192219,7
Kensington and Chelsea,sewer,1897,51.501207,-0.192219,8
Kensington and Chelsea,sewer,1898,51.501207,-0.192219,5
Kensington and Chelsea,sewer,1899,51.501207,-0.192219,8
Kensington and Chelsea,sewer,1900,51.501207,-0.192219,6
Kensington and Chelsea,sewer,1901,51.501207,-0.192219,6
Kensington and Chelsea,sewer,1902,51.501207,-0.192219,4
Kensington and Chelsea,sewer,1903,51.501207,-0.192219,4
Kensington and Chelsea,sewer,1904,51.501207,-0.192219,9
Kensington and Chelsea,sewer,1905,51.501207,-0.192219,8
Kensington and Chelsea,sewer,1906,51.501207,-0.192219,10
Kensington and Chelsea,sewer,1907,51.501207,-0.192219,2
Kensington and Chelsea,thames_water,1892,51.501207,-0.192219,1
Kensington and Chelsea,trade,1856,51.501207,-0.192219,1
Kensington and Chelsea,trade,1875,51.501207,-0.192219,1
Kensington and Chelsea,trade,1883,51.501207,-0.192219,2
Kensington and Chelsea,trade,1884,51.501207,-0.192219,2
Kensington and Chelsea,trade,1887,51.501207,-0.192219,2
Kensington and Chelsea,trade,1888,51.501207,-0.192219,2
